loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
10000,36,8.49,a,not verified,small_business,10.56,0,0,5.0,36,4.0,own,10.463131911491967
10000,36,5.99,a,not verified,home_improvement,19.03,2,0,11.1,36,5.0,mortgage,10.819878279410617
16500,60,11.99,b,not verified,debt_consolidation,5.79,0,0,54.3,21,8.0,rent,11.225256725762893
20000,36,15.62,d,source verified,debt_consolidation,7.95,1,0,36.9,36,3.0,mortgage,11.289794413577894
10000,36,13.99,c,source verified,debt_consolidation,16.49,2,1,60.5,26,10.0,mortgage,10.915106645867503
3000,36,5.99,a,source verified,major_purchase,14.29,1,0,7.2,31,1.0,mortgage,11.626263078808801
4000,36,10.99,b,source verified,debt_consolidation,13.34,0,0,72.8,17,1.0,rent,11.156264806643742
12000,36,10.99,b,source verified,debt_consolidation,14.15,1,0,75.1,38,5.0,mortgage,11.659628479662329
10000,36,7.49,a,source verified,small_business,0.24,0,0,12.0,16,2.0,rent,11.407576060361786
10000,60,19.29,e,verified,debt_consolidation,22.5,0,0,94.1,14,6.0,own,11.19822841866684
9325,60,11.99,b,source verified,credit_card,15.97,0,0,57.1,17,7.0,rent,10.374147216543994
6000,36,6.99,a,source verified,debt_consolidation,22.16,0,0,22.6,18,1.0,rent,10.434145214930487
4125,36,5.99,a,source verified,car,12.4,2,0,6.2,44,3.0,mortgage,11.002116507732017
4500,36,11.49,b,not verified,other,9.26,0,0,93.7,9,2.0,rent,10.645448706505872
6000,36,8.49,a,source verified,major_purchase,0.62,0,0,3.6,14,3.0,rent,11.156264806643742
3500,36,11.99,b,not verified,debt_consolidation,7.01,1,0,79.4,11,5.0,rent,10.205405315014563
9975,60,13.49,c,not verified,other,8.58,1,0,41.0,21,2.0,mortgage,11.002116507732017
10000,36,12.99,c,source verified,debt_consolidation,24.01,1,1,82.6,15,8.0,rent,10.469922323982109
12000,36,5.99,a,source verified,home_improvement,12.98,0,0,3.0,20,5.0,mortgage,11.225256725762893
4200,36,13.49,c,source verified,debt_consolidation,11.54,0,0,59.9,33,4.0,mortgage,10.859018228147887
8325,60,17.51,e,verified,debt_consolidation,23.2,0,0,67.0,25,2.0,rent,10.308985993422082
3000,36,13.49,c,source verified,credit_card,18.97,0,0,88.8,12,5.0,rent,11.350418300109132
4000,36,15.99,d,source verified,medical,2.84,0,0,92.5,5,1.0,rent,10.378509817336841
7000,36,15.62,d,source verified,debt_consolidation,7.09,0,0,49.8,19,4.0,rent,10.225607282932941
2000,36,8.49,a,source verified,car,0.0,0,0,0.0,5,3.0,rent,10.268165387743457
25000,60,19.29,e,verified,debt_consolidation,4.23,3,0,16.0,46,10.0,mortgage,11.561725152903833
14000,36,10.99,b,verified,debt_consolidation,16.92,0,0,17.8,39,10.0,mortgage,10.985309671896763
8250,36,5.99,a,source verified,car,4.59,1,0,10.4,35,6.0,mortgage,10.884254303594648
10000,36,8.49,a,not verified,debt_consolidation,6.54,0,0,62.8,13,10.0,rent,11.034905792929415
17400,36,11.99,b,not verified,credit_card,12.47,0,0,67.0,13,7.0,rent,11.314486721293981
5000,60,19.29,e,source verified,other,5.1,1,0,27.3,3,2.0,rent,10.491301994830229
15000,60,13.99,c,source verified,major_purchase,25.73,1,0,50.5,30,2.0,rent,11.707677772181546
18000,36,8.49,a,source verified,credit_card,16.19,0,0,77.0,38,4.0,rent,11.790564777297387
11250,60,13.99,c,source verified,debt_consolidation,12.68,3,0,64.4,24,5.0,mortgage,11.06665398721974
11300,36,7.49,a,source verified,debt_consolidation,17.78,0,0,76.5,30,9.0,rent,11.170449240431308
12000,60,11.49,b,source verified,debt_consolidation,5.23,0,0,42.5,17,2.0,mortgage,10.87806606028079
4750,60,10.59,b,verified,debt_consolidation,8.24,2,0,26.2,27,2.0,mortgage,10.714439990727769
1600,36,13.49,c,source verified,home_improvement,14.44,1,0,74.1,21,3.0,mortgage,10.25769445336048
10000,36,7.49,a,not verified,small_business,7.71,3,0,43.3,26,3.0,mortgage,11.19822841866684
16000,36,13.49,c,verified,small_business,6.61,1,1,42.4,30,2.0,mortgage,10.915106645867503
10000,36,11.99,b,not verified,small_business,7.93,0,0,71.2,7,4.0,rent,11.06665398721974
5000,60,16.49,d,source verified,moving,9.68,0,0,92.4,8,1.0,rent,10.778977123006351
6600,36,7.49,a,verified,debt_consolidation,19.55,1,0,35.5,28,1.0,mortgage,11.695255355062795
6000,60,10.99,b,source verified,major_purchase,14.45,0,0,62.9,9,2.0,rent,10.12667110305036
5000,60,17.49,d,not verified,debt_consolidation,4.08,1,0,53.3,10,4.0,own,10.618811989707426
12000,36,5.42,a,not verified,debt_consolidation,1.55,0,0,7.8,35,10.0,mortgage,11.918397239722838
6400,60,17.99,e,verified,car,23.96,1,0,92.8,27,3.0,mortgage,11.034905792929415
2400,36,6.99,a,not verified,car,3.19,0,0,33.2,7,1.0,mortgage,10.555838779903407
19700,60,11.99,b,source verified,debt_consolidation,19.9,1,0,36.4,18,2.0,mortgage,10.540090836284206
1800,36,12.99,c,source verified,major_purchase,24.7,2,0,57.6,13,3.0,mortgage,10.778977123006351
30000,60,17.49,d,source verified,debt_consolidation,10.71,2,0,35.2,26,9.0,rent,11.652661320048594
4000,36,13.99,c,not verified,debt_consolidation,9.93,3,0,26.33,24,1.0,rent,10.707751151716078
3600,36,7.49,a,source verified,other,24.89,1,0,69.6,40,10.0,rent,10.84546552414626
5000,60,18.39,e,source verified,debt_consolidation,13.87,2,0,77.3,18,1.0,rent,9.798182590890704
12500,36,7.49,a,not verified,debt_consolidation,13.4,0,0,25.1,18,5.0,rent,10.799595985047786
4800,60,12.99,c,verified,major_purchase,9.17,0,0,18.3,11,8.0,rent,10.98537746505985
2500,36,17.49,d,not verified,debt_consolidation,13.31,3,0,71.7,17,2.0,rent,10.668978650219241
14100,60,13.49,c,not verified,home_improvement,18.55,2,0,7.2,23,10.0,mortgage,11.0186455364637
15000,36,7.49,a,not verified,home_improvement,12.92,0,0,30.9,27,5.0,mortgage,11.407576060361786
30000,60,11.99,b,verified,home_improvement,0.59,0,0,29.4,15,6.0,rent,11.51293546492023
4000,36,13.49,c,not verified,credit_card,2.09,1,0,20.0,42,10.0,own,11.580593459194764
11325,60,19.29,e,verified,debt_consolidation,24.77,0,0,24.2,30,10.0,rent,10.778977123006351
3000,36,13.99,c,not verified,other,0.57,1,0,26.2,6,6.0,rent,10.87806606028079
20000,36,11.99,b,not verified,debt_consolidation,16.38,0,0,53.2,32,7.0,mortgage,11.082157933374816
17475,36,7.66,a,verified,debt_consolidation,15.43,2,0,41.4,12,1.0,rent,10.463131911491967
12000,36,9.99,b,verified,debt_consolidation,25.6,0,0,82.1,38,10.0,rent,11.184435286790631
3200,36,13.99,c,not verified,credit_card,14.4,2,0,20.7,14,1.0,rent,10.308985993422082
7500,60,16.89,d,verified,major_purchase,18.61,3,0,68.1,4,5.0,rent,9.980494888896912
13000,36,8.49,a,source verified,home_improvement,4.6,1,0,49.8,21,1.0,mortgage,12.310437165348775
2400,36,12.99,c,source verified,major_purchase,6.4,0,0,55.7,3,1.0,rent,10.778977123006351
20000,36,11.99,b,verified,small_business,3.55,1,0,42.5,12,5.0,mortgage,11.522588625881184
20375,36,7.49,a,verified,debt_consolidation,25.71,0,0,35.9,31,10.0,rent,10.896757843893464
9000,36,9.99,b,not verified,car,11.12,1,0,50.8,8,5.0,rent,10.740756721857226
10000,36,8.49,a,source verified,moving,14.59,0,0,49.8,23,2.0,rent,11.289794413577894
3600,36,13.49,c,not verified,credit_card,21.27,1,0,15.8,17,3.0,own,10.778977123006351
25000,60,21.74,f,verified,debt_consolidation,17.2,0,0,99.3,13,7.0,mortgage,10.714439990727769
18000,60,15.99,d,verified,small_business,10.16,0,0,45.0,15,3.0,mortgage,10.609526278887303
21500,60,16.89,d,verified,house,13.97,2,0,20.0,20,3.0,rent,11.51293546492023
2000,36,11.99,b,verified,other,19.91,0,0,95.9,22,10.0,rent,11.24175957962956
5600,36,10.99,b,not verified,home_improvement,16.07,0,0,69.5,14,3.0,own,11.097425172408931
10000,60,15.99,d,source verified,debt_consolidation,10.32,2,0,89.4,15,4.0,rent,11.561725152903833
10000,60,13.49,c,source verified,home_improvement,12.85,1,0,60.7,38,10.0,mortgage,11.759793355371237
3500,60,9.99,b,verified,major_purchase,25.11,0,0,18.4,24,10.0,mortgage,11.1154434073529
15000,60,13.99,c,source verified,home_improvement,14.75,1,0,35.1,25,10.0,mortgage,11.461642696843066
35000,60,13.49,c,verified,major_purchase,12.72,0,0,42.7,28,10.0,mortgage,11.918397239722838
15875,60,11.99,b,verified,credit_card,8.56,0,0,0.0,9,10.0,rent,11.002116507732017
14400,36,13.49,c,verified,major_purchase,14.06,0,0,28.8,42,4.0,rent,11.287541906712672
20500,60,21.74,f,verified,debt_consolidation,16.05,1,0,64.6,21,10.0,mortgage,10.938467575959383
6500,60,10.99,b,source verified,home_improvement,22.02,0,0,68.5,44,10.0,mortgage,11.050905878263567
6400,36,11.49,b,source verified,debt_consolidation,15.75,0,0,60.9,21,10.0,mortgage,10.491301994830229
6000,36,12.99,c,source verified,debt_consolidation,19.08,0,0,93.1,17,5.0,rent,10.819798284210286
10200,36,7.49,a,not verified,debt_consolidation,4.06,0,0,76.8,14,3.0,mortgage,11.736077016252437
30000,60,16.89,d,verified,debt_consolidation,18.59,1,0,44.8,22,2.0,mortgage,11.51289546452022
6075,36,5.99,a,verified,home_improvement,8.95,0,0,50.7,15,3.0,mortgage,10.518700218288165
3000,36,5.42,a,source verified,debt_consolidation,14.36,0,0,9.5,14,3.0,rent,10.950824090522445
2650,36,10.59,b,not verified,debt_consolidation,2.9,0,0,12.5,15,2.0,rent,10.752120235936289
2400,36,7.49,a,source verified,car,12.15,0,0,40.5,34,3.0,mortgage,11.922389234432126
3600,36,8.49,a,not verified,credit_card,20.32,1,0,18.2,21,1.0,rent,10.308985993422082
12000,36,7.49,a,source verified,debt_consolidation,6.79,0,0,28.7,6,1.0,rent,10.373522431293592
20000,60,13.49,c,source verified,other,19.47,0,0,84.1,37,6.0,mortgage,11.225256725762893
21000,60,12.99,c,verified,home_improvement,17.7,3,0,55.6,39,1.0,mortgage,11.775297421715827
6000,36,11.99,b,not verified,credit_card,21.1,0,0,82.8,24,10.0,rent,11.51293546492023
1450,60,10.59,b,not verified,debt_consolidation,29.0,0,0,41.9,11,5.0,own,10.085850775128717
35000,60,20.62,f,verified,debt_consolidation,17.41,0,0,89.9,30,10.0,mortgage,12.301387370778713
15350,60,10.99,b,verified,home_improvement,15.26,3,0,17.4,53,2.0,mortgage,11.736077016252437
12500,36,7.49,a,verified,debt_consolidation,14.07,0,0,19.1,25,6.0,rent,11.50136894488548
9050,36,7.49,a,not verified,debt_consolidation,29.77,0,0,46.3,32,2.0,mortgage,10.645448706505872
5000,36,13.49,c,verified,debt_consolidation,16.11,1,0,43.61,27,7.0,mortgage,11.652661320048594
6000,36,5.42,a,source verified,car,5.74,0,0,0.4,9,1.0,own,10.645448706505872
4000,36,5.42,a,source verified,debt_consolidation,22.89,0,0,21.6,29,5.0,mortgage,10.896757843893464
12000,36,13.99,c,verified,debt_consolidation,9.9,3,0,26.7,21,1.0,mortgage,10.491301994830229
15000,60,11.99,b,source verified,debt_consolidation,9.05,0,0,68.7,27,10.0,mortgage,11.082157933374816
8000,60,21.36,f,verified,home_improvement,6.84,2,0,37.6,12,2.0,mortgage,10.819798284210286
17850,60,19.29,e,verified,credit_card,17.03,2,0,67.9,12,1.0,rent,10.373522431293592
13200,60,10.99,b,source verified,debt_consolidation,7.31,0,0,29.6,16,10.0,rent,10.645448706505872
4000,36,10.99,b,not verified,debt_consolidation,7.41,1,0,69.6,17,1.0,mortgage,10.463131911491967
8975,36,10.99,b,source verified,car,11.95,0,0,69.8,17,4.0,rent,10.874285408908944
30000,60,18.39,e,verified,home_improvement,9.3,3,0,78.7,25,4.0,mortgage,11.849404844423074
7500,36,15.99,d,verified,debt_consolidation,22.49,0,0,88.1,43,6.0,mortgage,11.350418300109132
5000,60,10.59,b,verified,home_improvement,3.18,1,0,2.2,39,9.0,mortgage,11.58989576532275
6000,60,11.49,b,source verified,car,3.17,1,0,89.7,15,4.0,mortgage,11.184435286790631
4800,36,5.99,a,source verified,home_improvement,8.52,1,0,19.6,37,4.0,own,10.819798284210286
6000,36,11.99,b,source verified,home_improvement,16.45,2,1,48.0,31,4.0,mortgage,11.184435286790631
12000,36,5.42,a,source verified,other,8.18,0,0,6.3,20,1.0,mortgage,11.184435286790631
15500,60,15.99,d,verified,debt_consolidation,19.69,0,0,70.5,27,7.0,mortgage,10.799595985047786
16000,60,11.49,b,source verified,medical,29.11,0,0,58.0,48,3.0,mortgage,11.19822841866684
14400,36,6.99,a,source verified,debt_consolidation,19.75,0,0,27.3,34,10.0,mortgage,11.429554725537322
7000,36,12.99,c,not verified,wedding,12.39,0,0,90.6,25,1.0,rent,11.082157933374816
6000,60,14.79,c,not verified,home_improvement,23.64,1,0,75.1,37,8.0,mortgage,10.55791989196796
3150,36,10.99,b,verified,debt_consolidation,19.76,0,0,76.4,9,9.0,rent,9.635673464721814
5000,36,7.49,a,not verified,debt_consolidation,20.49,0,0,42.4,12,4.0,mortgage,10.166044106207172
17000,60,11.49,b,not verified,major_purchase,12.74,0,0,0.6,50,2.0,mortgage,10.819798284210286
4000,36,5.42,a,source verified,other,25.17,0,0,20.1,17,10.0,mortgage,10.714439990727769
15000,36,15.99,d,source verified,debt_consolidation,17.31,0,0,15.4,29,5.0,own,11.289794413577894
12000,60,8.49,a,verified,debt_consolidation,19.78,0,0,13.7,63,3.0,rent,11.002116507732017
14100,36,13.49,c,not verified,debt_consolidation,22.93,3,0,80.0,20,3.0,rent,10.778977123006351
9000,36,16.89,d,verified,debt_consolidation,14.4,1,0,87.2,9,6.0,rent,10.491301994830229
11200,36,10.99,b,verified,other,10.03,0,0,93.9,23,10.0,mortgage,11.790564777297387
30000,60,13.99,c,verified,debt_consolidation,8.29,3,0,48.5,25,4.0,mortgage,12.180759965737863
20000,36,14.79,c,verified,credit_card,10.26,1,0,77.8,22,4.0,mortgage,11.7002627552493
10000,36,6.99,a,not verified,debt_consolidation,11.8,0,0,19.0,11,1.0,rent,10.308985993422082
9000,36,8.49,a,not verified,other,0.0,0,0,0.0,10,10.0,mortgage,11.420821140914589
20000,36,19.29,e,verified,debt_consolidation,22.36,0,0,99.1,18,10.0,rent,11.775297421715827
10200,36,7.49,a,not verified,debt_consolidation,17.63,0,0,37.4,33,4.0,rent,10.645448706505872
7200,36,6.99,a,not verified,car,2.42,0,0,16.6,6,3.0,rent,10.440010162389305
33000,60,11.99,b,verified,home_improvement,11.81,0,0,48.2,19,2.0,mortgage,11.918397239722838
20000,60,13.99,c,verified,debt_consolidation,21.33,3,0,49.7,19,9.0,own,10.819878279410617
7000,36,9.99,b,source verified,debt_consolidation,24.14,2,0,43.8,14,3.0,rent,10.473081959467745
3200,36,10.59,b,not verified,debt_consolidation,18.86,0,0,40.5,23,3.0,rent,10.239995502805316
17050,60,17.99,e,verified,debt_consolidation,17.14,1,0,80.9,19,1.0,rent,10.463131911491967
20000,60,14.79,c,verified,debt_consolidation,15.71,2,0,16.6,31,10.0,mortgage,11.461642696843066
8000,36,5.99,a,not verified,major_purchase,1.27,1,0,6.2,16,1.0,mortgage,10.819798284210286
9250,60,18.79,e,source verified,debt_consolidation,19.27,0,0,84.0,23,10.0,mortgage,10.885135220554911
15000,36,10.59,b,verified,debt_consolidation,15.5,0,0,88.1,15,5.0,rent,11.212212187308628
9200,60,12.99,c,not verified,debt_consolidation,15.52,0,0,85.9,13,10.0,rent,11.289794413577894
4250,36,13.49,c,not verified,credit_card,6.21,1,0,90.5,10,5.0,rent,10.727684925086583
19400,60,10.99,b,source verified,debt_consolidation,19.32,0,0,50.0,27,6.0,mortgage,11.849404844423074
18000,60,12.99,c,verified,moving,26.9,0,0,89.0,22,6.0,rent,11.836876783894846
25000,60,14.79,c,verified,credit_card,16.84,1,0,45.6,18,10.0,rent,11.082157933374816
6500,36,5.99,a,not verified,car,13.31,0,0,23.5,12,2.0,rent,10.645448706505872
10425,36,11.49,b,verified,debt_consolidation,18.6,0,0,72.3,12,10.0,mortgage,11.49599291505882
10000,36,6.99,a,source verified,major_purchase,22.01,0,0,2.4,11,4.0,rent,10.62135173563291
4800,36,5.42,a,not verified,other,1.9,2,0,11.6,17,3.0,rent,10.778977123006351
3200,36,17.49,d,source verified,other,1.37,1,0,22.3,5,1.0,rent,10.463246187411299
3000,60,9.99,b,not verified,car,19.32,0,0,37.8,28,8.0,mortgage,10.308985993422082
16000,60,16.89,d,verified,debt_consolidation,5.77,0,0,41.1,8,6.0,rent,10.241993434184533
30000,60,22.11,g,verified,debt_consolidation,16.32,0,0,38.6,29,4.0,mortgage,11.961456448214491
9600,36,12.99,c,not verified,debt_consolidation,9.88,0,0,61.0,30,1.0,rent,11.264476926102367
6000,36,7.49,a,source verified,debt_consolidation,12.86,0,0,71.2,17,1.0,rent,11.225256725762893
5400,36,5.42,a,not verified,car,13.68,0,0,5.4,15,5.0,own,10.422311107413181
10000,36,11.99,b,not verified,car,14.64,0,0,5.2,18,3.0,rent,10.714439990727769
14000,36,13.49,c,not verified,debt_consolidation,21.64,1,0,81.0,28,10.0,mortgage,11.156207662970246
4000,36,12.99,c,not verified,debt_consolidation,6.9,1,0,45.9,9,2.0,rent,10.239745480480591
12000,60,11.49,b,source verified,other,5.56,0,0,0.0,23,10.0,rent,11.443779010261407
4000,60,19.69,e,source verified,debt_consolidation,2.76,2,0,90.1,8,3.0,own,10.457401400981889
2000,36,10.99,b,source verified,debt_consolidation,15.51,0,0,92.2,10,4.0,rent,10.388903056364905
10000,36,15.99,d,verified,home_improvement,11.04,1,0,94.4,17,4.0,mortgage,11.407576060361786
12000,36,7.49,a,not verified,debt_consolidation,4.99,0,0,50.5,18,9.0,rent,11.247187516023597
5000,36,13.49,c,not verified,other,5.15,0,0,65.4,17,10.0,rent,11.127336510866854
28800,60,19.69,e,source verified,debt_consolidation,20.61,1,1,80.8,46,10.0,mortgage,11.429554725537322
25000,60,19.29,e,verified,home_improvement,1.17,1,0,6.0,35,10.0,rent,11.561725152903833
25975,60,13.49,c,verified,debt_consolidation,15.58,2,0,67.7,28,6.0,mortgage,11.0186455364637
5725,36,14.79,c,verified,debt_consolidation,14.35,1,0,0.0,6,3.0,mortgage,10.017039427220244
8000,60,15.99,d,not verified,medical,19.51,3,0,72.9,27,6.0,rent,11.082157933374816
5000,36,8.49,a,verified,other,15.02,0,0,62.2,19,10.0,mortgage,11.782990769393843
6725,36,6.99,a,source verified,debt_consolidation,3.73,1,0,12.1,14,6.0,mortgage,10.491301994830229
12000,60,10.59,b,not verified,home_improvement,0.75,0,0,0.7,10,10.0,mortgage,10.933124826700707
6000,60,14.79,c,source verified,other,9.61,3,0,26.7,26,4.0,rent,11.350371240731954
2000,60,10.99,b,not verified,other,23.18,0,0,53.6,8,3.0,rent,9.680406499268875
8000,60,12.99,c,source verified,car,1.28,0,0,5.7,11,6.0,mortgage,10.753659849198824
25000,60,18.79,e,verified,small_business,12.56,1,0,47.5,36,3.0,mortgage,11.350418300109132
1500,36,6.99,a,source verified,house,18.0,4,0,64.1,49,10.0,rent,11.170449240431308
5500,36,5.99,a,source verified,major_purchase,14.96,0,0,6.2,8,2.0,rent,9.621522440413576
9000,36,8.49,a,source verified,other,11.13,2,0,22.1,24,1.0,mortgage,11.461642696843066
12000,36,10.59,b,not verified,debt_consolidation,24.76,0,0,48.8,21,10.0,own,10.950824090522445
9000,60,13.49,c,not verified,major_purchase,7.17,1,0,7.9,13,8.0,mortgage,10.571342565808699
7000,36,5.99,a,source verified,major_purchase,5.41,0,0,0.0,21,10.0,mortgage,11.695255355062795
15000,36,13.49,c,verified,debt_consolidation,13.17,1,0,61.8,9,3.0,rent,10.491301994830229
14125,36,8.49,a,source verified,other,25.72,0,0,27.2,14,5.0,rent,10.571342565808699
12800,60,13.49,c,source verified,debt_consolidation,26.43,1,0,54.0,26,2.0,mortgage,10.778977123006351
4125,36,9.99,b,verified,debt_consolidation,20.32,2,0,49.1,48,6.0,mortgage,11.002116507732017
5000,36,10.99,b,source verified,home_improvement,14.83,1,1,9.6,10,1.0,rent,10.645448706505872
14000,60,11.99,b,not verified,debt_consolidation,24.38,0,0,72.5,29,10.0,mortgage,11.225256725762893
4000,60,13.49,c,not verified,car,17.04,1,0,71.4,16,6.0,rent,10.714439990727769
4200,36,5.42,a,source verified,other,7.63,0,0,13.4,12,10.0,rent,11.440365524765756
5000,36,13.49,c,source verified,home_improvement,14.05,2,1,89.1,24,10.0,mortgage,11.695255355062795
4500,60,11.99,b,verified,major_purchase,4.83,0,1,27.4,12,1.0,mortgage,10.645448706505872
7000,36,7.49,a,source verified,debt_consolidation,18.9,0,1,45.3,18,10.0,rent,10.859018228147887
25975,60,20.62,f,verified,small_business,23.21,1,0,91.1,14,4.0,rent,10.959401086671122
11000,60,13.49,c,source verified,debt_consolidation,5.9,0,0,46.5,20,7.0,rent,10.827766295132466
12000,36,10.99,b,verified,debt_consolidation,14.36,0,0,85.0,24,10.0,mortgage,11.51293546492023
8000,60,18.39,e,not verified,debt_consolidation,21.9,1,0,89.3,20,8.0,mortgage,10.491301994830229
5000,36,10.99,b,source verified,debt_consolidation,5.2,2,0,46.8,8,2.0,rent,11.225256725762893
4500,36,7.49,a,not verified,home_improvement,15.8,1,0,37.5,33,10.0,mortgage,11.097425172408931
5600,60,14.79,c,source verified,other,11.8,2,0,90.7,9,7.0,own,10.308985993422082
6000,60,20.62,f,source verified,home_improvement,13.27,2,0,50.5,12,1.0,mortgage,12.013706813470414
13475,60,19.29,e,source verified,credit_card,13.96,0,0,47.1,21,5.0,own,10.203629181337648
5600,60,11.49,b,source verified,debt_consolidation,17.34,0,0,38.1,31,4.0,mortgage,11.082157933374816
35000,60,19.29,e,verified,debt_consolidation,16.5,0,0,45.5,25,10.0,mortgage,11.082157933374816
11500,36,8.49,a,verified,debt_consolidation,7.63,0,0,40.2,9,9.0,rent,10.007351949566416
